商品コード,メーカー,ヘッドモデル,販売価格,シャフトモデル,シャフト,メーカーフレックス,クラブ種別,番手,状態（総合ランク）ランクについて,補足コメント,ヘッド上部,ヘッド下部,フェース,フレックス,発売時クラブセット組合せ内容,グリップ,本商品クラブセット組合せ内容,ヘッドカバー,クラブセット実本数,年式,お店からのコメント/商品状態,ヘッドロフト角(°),クラブ重量(g),ヘッドライ角(°),利き手,ヘッド体積(cc),シャフト長(インチ),性別,店舗名,住所,電話番号
2100371634434,キャロウェイ,ＰＡＲＡＤＹＭ　　３Ｗ,32978,ＶＥＮＴＵＳ　ＴＲ　５　ｆｏｒ　ＣＷ（ＰＡＲＡＤＹＭ　ＦＷ）,Ｂ,ＳＲ,フェアウェイウッド,３Ｗ,B,,Ｂ,Ｂ,Ｂ,ＳＲ,,オリジナル　良好,,純正品(普通),0,,,15.00,316.00,56.00,スタンダード,171,43.000,メンズ,ゴルフパートナー　フェアモール松任店,石川県白山市幸明町１５０,076-274-6754
2100340982504,キャロウェイ,ＰＡＲＡＤＹＭ　　５Ｗ,32978,ＶＥＮＴＵＳ　ＴＲ　５　ｆｏｒ　ＣＷ（ＰＡＲＡＤＹＭ　ＦＷ）,Ｎ,ＳＲ,フェアウェイウッド,５Ｗ,N,,Ｎ,Ｎ,Ｎ,ＳＲ,,オリジナル　傷なし,,純正品(綺麗),0,,,18.00,,56.50,スタンダード,154,42.500,メンズ,ゴルフパートナー　フェアモール松任店,石川県白山市幸明町１５０,076-274-6754
2100340982504,キャロウェイ,ＰＡＲＡＤＹＭ　　５Ｗ,32978,ＶＥＮＴＵＳ　ＴＲ　５　ｆｏｒ　ＣＷ（ＰＡＲＡＤＹＭ　ＦＷ）,Ｎ,ＳＲ,フェアウェイウッド,５Ｗ,N,,Ｎ,Ｎ,Ｎ,ＳＲ,,オリジナル　傷なし,,純正品(綺麗),0,,,18.00,,56.50,スタンダード,154,42.500,メンズ,ゴルフパートナー　フェアモール松任店,石川県白山市幸明町１５０,076-274-6754
2100340982504,キャロウェイ,ＰＡＲＡＤＹＭ　　５Ｗ,32978,ＶＥＮＴＵＳ　ＴＲ　５　ｆｏｒ　ＣＷ（ＰＡＲＡＤＹＭ　ＦＷ）,Ｎ,ＳＲ,フェアウェイウッド,５Ｗ,N,,Ｎ,Ｎ,Ｎ,ＳＲ,,オリジナル　傷なし,,純正品(綺麗),0,,,18.00,,56.50,スタンダード,154,42.500,メンズ,ゴルフパートナー　フェアモール松任店,石川県白山市幸明町１５０,076-274-6754
2100346681159,キャロウェイ,ＰＡＲＡＤＹＭ　　５Ｗ,32978,ＶＥＮＴＵＳ　ＴＲ　５　ｆｏｒ　ＣＷ（ＰＡＲＡＤＹＭ　ＦＷ）,Ｂ,Ｓ,フェアウェイウッド,５Ｗ,B,,Ａ,Ｃ,Ａ,Ｓ,,オリジナル　良好,,純正品(綺麗),0,,,18.00,,56.50,スタンダード,154,42.500,メンズ,ゴルフパートナー　フェアモール松任店,石川県白山市幸明町１５０,076-274-6754
2100346681159,キャロウェイ,ＰＡＲＡＤＹＭ　　５Ｗ,32978,ＶＥＮＴＵＳ　ＴＲ　５　ｆｏｒ　ＣＷ（ＰＡＲＡＤＹＭ　ＦＷ）,Ｂ,Ｓ,フェアウェイウッド,５Ｗ,B,,Ａ,Ｃ,Ａ,Ｓ,,オリジナル　良好,,純正品(綺麗),0,,,18.00,,56.50,スタンダード,154,42.500,メンズ,ゴルフパートナー　フェアモール松任店,石川県白山市幸明町１５０,076-274-6754
2100346681159,キャロウェイ,ＰＡＲＡＤＹＭ　　５Ｗ,32978,ＶＥＮＴＵＳ　ＴＲ　５　ｆｏｒ　ＣＷ（ＰＡＲＡＤＹＭ　ＦＷ）,Ｂ,Ｓ,フェアウェイウッド,５Ｗ,B,,Ａ,Ｃ,Ａ,Ｓ,,オリジナル　良好,,純正品(綺麗),0,,,18.00,,56.50,スタンダード,154,42.500,メンズ,ゴルフパートナー　フェアモール松任店,石川県白山市幸明町１５０,076-274-6754
2100371177467,キャロウェイ,ＰＡＲＡＤＹＭ　　ＨＥＡＶＥＮ　ＷＯＯＤ　ＵＳＡ,27489,純正特注シャフト,Ｂ,Ｒ,フェアウェイウッド,７Ｗ,C,,Ｃ,Ｃ,Ｃ,Ｒ,,オリジナル　良好,,純正品(普通),0,,,20.00,,57.00,スタンダード,165,,メンズ,ゴルフパートナー　フェアモール松任店,石川県白山市幸明町１５０,076-274-6754
2100371177467,キャロウェイ,ＰＡＲＡＤＹＭ　　ＨＥＡＶＥＮ　ＷＯＯＤ　ＵＳＡ,27489,純正特注シャフト,Ｂ,Ｒ,フェアウェイウッド,７Ｗ,C,,Ｃ,Ｃ,Ｃ,Ｒ,,オリジナル　良好,,純正品(普通),0,,,20.00,,57.00,スタンダード,165,,メンズ,ゴルフパートナー　フェアモール松任店,石川県白山市幸明町１５０,076-274-6754
2100371177467,キャロウェイ,ＰＡＲＡＤＹＭ　　ＨＥＡＶＥＮ　ＷＯＯＤ　ＵＳＡ,27489,純正特注シャフト,Ｂ,Ｒ,フェアウェイウッド,７Ｗ,C,,Ｃ,Ｃ,Ｃ,Ｒ,,オリジナル　良好,,純正品(普通),0,,,20.00,,57.00,スタンダード,165,,メンズ,ゴルフパートナー　フェアモール松任店,石川県白山市幸明町１５０,076-274-6754
2100369297931,キャロウェイ,ＰＡＲＡＤＹＭ　２４°,25278,ＶＥＮＴＵＳ　ＴＲ　５　ｆｏｒ　ＣＷ（ＰＡＲＡＤＹＭ　ＵＴ）,Ｂ,ＳＲ,ユーティリティ,ＵＴ,C,,Ｃ,Ｃ,Ｃ,ＳＲ,,オリジナル　良好,,純正品(普通),0,,,24.00,353.00,58.50,スタンダード,120,39.500,メンズ,ゴルフパートナー　フェアモール松任店,石川県白山市幸明町１５０,076-274-6754
2100369297931,キャロウェイ,ＰＡＲＡＤＹＭ　２４°,25278,ＶＥＮＴＵＳ　ＴＲ　５　ｆｏｒ　ＣＷ（ＰＡＲＡＤＹＭ　ＵＴ）,Ｂ,ＳＲ,ユーティリティ,ＵＴ,C,,Ｃ,Ｃ,Ｃ,ＳＲ,,オリジナル　良好,,純正品(普通),0,,,24.00,353.00,58.50,スタンダード,120,39.500,メンズ,ゴルフパートナー　フェアモール松任店,石川県白山市幸明町１５０,076-274-6754
2100369297931,キャロウェイ,ＰＡＲＡＤＹＭ　２４°,25278,ＶＥＮＴＵＳ　ＴＲ　５　ｆｏｒ　ＣＷ（ＰＡＲＡＤＹＭ　ＵＴ）,Ｂ,ＳＲ,ユーティリティ,ＵＴ,C,,Ｃ,Ｃ,Ｃ,ＳＲ,,オリジナル　良好,,純正品(普通),0,,,24.00,353.00,58.50,スタンダード,120,39.500,メンズ,ゴルフパートナー　フェアモール松任店,石川県白山市幸明町１５０,076-274-6754
2100371449502,キャロウェイ,ＰＡＲＡＤＹＭ　２４°,26378,ＶＥＮＴＵＳ　ＴＲ　５　ｆｏｒ　ＣＷ（ＰＡＲＡＤＹＭ　ＵＴ）,Ｂ,Ｓ,ユーティリティ,ＵＴ,C,,Ｃ,Ｃ,Ｃ,Ｓ,,オリジナル　良好,,純正品(普通),0,,,24.00,354.00,58.50,スタンダード,120,39.500,メンズ,ゴルフパートナー　フェアモール松任店,石川県白山市幸明町１５０,076-274-6754
2100371449502,キャロウェイ,ＰＡＲＡＤＹＭ　２４°,26378,ＶＥＮＴＵＳ　ＴＲ　５　ｆｏｒ　ＣＷ（ＰＡＲＡＤＹＭ　ＵＴ）,Ｂ,Ｓ,ユーティリティ,ＵＴ,C,,Ｃ,Ｃ,Ｃ,Ｓ,,オリジナル　良好,,純正品(普通),0,,,24.00,354.00,58.50,スタンダード,120,39.500,メンズ,ゴルフパートナー　フェアモール松任店,石川県白山市幸明町１５０,076-274-6754
2100371449502,キャロウェイ,ＰＡＲＡＤＹＭ　２４°,26378,ＶＥＮＴＵＳ　ＴＲ　５　ｆｏｒ　ＣＷ（ＰＡＲＡＤＹＭ　ＵＴ）,Ｂ,Ｓ,ユーティリティ,ＵＴ,C,,Ｃ,Ｃ,Ｃ,Ｓ,,オリジナル　良好,,純正品(普通),0,,,24.00,354.00,58.50,スタンダード,120,39.500,メンズ,ゴルフパートナー　フェアモール松任店,石川県白山市幸明町１５０,076-274-6754
2100365515985,キャロウェイ,ＰＡＲＡＤＹＭ　Ａｉ　ＳＭＯＫＥ　ＭＡＸ　　９°,83578,純正特注シャフト,Ｂ,Ｓ,ドライバー,１Ｗ,C,SPEEDER　NX　ブラック　50S,Ｂ,Ｂ,Ｃ,Ｓ,,オリジナル　良好,,純正品(普通),0,,SPEEDER　NX　ブラック　50S,9.00,,58.00,スタンダード,460,,メンズ,ゴルフパートナー　フェアモール松任店,石川県白山市幸明町１５０,076-274-6754
2100365515985,キャロウェイ,ＰＡＲＡＤＹＭ　Ａｉ　ＳＭＯＫＥ　ＭＡＸ　　９°,83578,純正特注シャフト,Ｂ,Ｓ,ドライバー,１Ｗ,C,SPEEDER　NX　ブラック　50S,Ｂ,Ｂ,Ｃ,Ｓ,,オリジナル　良好,,純正品(普通),0,,SPEEDER　NX　ブラック　50S,9.00,,58.00,スタンダード,460,,メンズ,ゴルフパートナー　フェアモール松任店,石川県白山市幸明町１５０,076-274-6754
2100365515985,キャロウェイ,ＰＡＲＡＤＹＭ　Ａｉ　ＳＭＯＫＥ　ＭＡＸ　　９°,83578,純正特注シャフト,Ｂ,Ｓ,ドライバー,１Ｗ,C,SPEEDER　NX　ブラック　50S,Ｂ,Ｂ,Ｃ,Ｓ,,オリジナル　良好,,純正品(普通),0,,SPEEDER　NX　ブラック　50S,9.00,,58.00,スタンダード,460,,メンズ,ゴルフパートナー　フェアモール松任店,石川県白山市幸明町１５０,076-274-6754
2100364735933,キャロウェイ,ＰＡＲＡＤＹＭ　Ａｉ　ＳＭＯＫＥ　ＭＡＸ　Ｄ　１０．５°,76978,純正特注シャフト,Ｂ,Ｓ,ドライバー,１Ｗ,C,Diamana　GT50S,Ｃ,Ｃ,Ｃ,Ｓ,,オリジナル外　良好,,純正品(普通),0,,Diamana　GT50S,10.50,,60.00,スタンダード,460,,メンズ,ゴルフパートナー　フェアモール松任店,石川県白山市幸明町１５０,076-274-6754
2100364735933,キャロウェイ,ＰＡＲＡＤＹＭ　Ａｉ　ＳＭＯＫＥ　ＭＡＸ　Ｄ　１０．５°,76978,純正特注シャフト,Ｂ,Ｓ,ドライバー,１Ｗ,C,Diamana　GT50S,Ｃ,Ｃ,Ｃ,Ｓ,,オリジナル外　良好,,純正品(普通),0,,Diamana　GT50S,10.50,,60.00,スタンダード,460,,メンズ,ゴルフパートナー　フェアモール松任店,石川県白山市幸明町１５０,076-274-6754
2100364735933,キャロウェイ,ＰＡＲＡＤＹＭ　Ａｉ　ＳＭＯＫＥ　ＭＡＸ　Ｄ　１０．５°,76978,純正特注シャフト,Ｂ,Ｓ,ドライバー,１Ｗ,C,Diamana　GT50S,Ｃ,Ｃ,Ｃ,Ｓ,,オリジナル外　良好,,純正品(普通),0,,Diamana　GT50S,10.50,,60.00,スタンダード,460,,メンズ,ゴルフパートナー　フェアモール松任店,石川県白山市幸明町１５０,076-274-6754
2100344150466,キャロウェイ,ＰＡＲＡＤＹＭ　ＭＡＸ　ＦＡＳＴ　Ｕ４,26378,ＳＰＥＥＤＥＲ　ＮＸ　４０　ｆｏｒ　ＣＷ（ＰＡＲＡＤＹＭ　ＵＴ）,Ｎ,ＳＲ,ユーティリティ,４Ｕ,N,,Ｎ,Ｎ,Ｎ,ＳＲ,,オリジナル　傷なし,,純正品(綺麗),0,,,21.00,,60.00,スタンダード,119,40.000,メンズ,ゴルフパートナー　フェアモール松任店,石川県白山市幸明町１５０,076-274-6754
2100344150466,キャロウェイ,ＰＡＲＡＤＹＭ　ＭＡＸ　ＦＡＳＴ　Ｕ４,26378,ＳＰＥＥＤＥＲ　ＮＸ　４０　ｆｏｒ　ＣＷ（ＰＡＲＡＤＹＭ　ＵＴ）,Ｎ,ＳＲ,ユーティリティ,４Ｕ,N,,Ｎ,Ｎ,Ｎ,ＳＲ,,オリジナル　傷なし,,純正品(綺麗),0,,,21.00,,60.00,スタンダード,119,40.000,メンズ,ゴルフパートナー　フェアモール松任店,石川県白山市幸明町１５０,076-274-6754
2100344150466,キャロウェイ,ＰＡＲＡＤＹＭ　ＭＡＸ　ＦＡＳＴ　Ｕ４,26378,ＳＰＥＥＤＥＲ　ＮＸ　４０　ｆｏｒ　ＣＷ（ＰＡＲＡＤＹＭ　ＵＴ）,Ｎ,ＳＲ,ユーティリティ,４Ｕ,N,,Ｎ,Ｎ,Ｎ,ＳＲ,,オリジナル　傷なし,,純正品(綺麗),0,,,21.00,,60.00,スタンダード,119,40.000,メンズ,ゴルフパートナー　フェアモール松任店,石川県白山市幸明町１５０,076-274-6754
2100344150473,キャロウェイ,ＰＡＲＡＤＹＭ　ＭＡＸ　ＦＡＳＴ　Ｕ５,26378,ＳＰＥＥＤＥＲ　ＮＸ　４０　ｆｏｒ　ＣＷ（ＰＡＲＡＤＹＭ　ＵＴ）,Ｎ,ＳＲ,ユーティリティ,５Ｕ,N,,Ｎ,Ｎ,Ｎ,ＳＲ,,オリジナル　傷なし,,純正品(綺麗),0,,,24.00,335.00,60.50,スタンダード,116,39.500,メンズ,ゴルフパートナー　フェアモール松任店,石川県白山市幸明町１５０,076-274-6754
2100344150473,キャロウェイ,ＰＡＲＡＤＹＭ　ＭＡＸ　ＦＡＳＴ　Ｕ５,26378,ＳＰＥＥＤＥＲ　ＮＸ　４０　ｆｏｒ　ＣＷ（ＰＡＲＡＤＹＭ　ＵＴ）,Ｎ,ＳＲ,ユーティリティ,５Ｕ,N,,Ｎ,Ｎ,Ｎ,ＳＲ,,オリジナル　傷なし,,純正品(綺麗),0,,,24.00,335.00,60.50,スタンダード,116,39.500,メンズ,ゴルフパートナー　フェアモール松任店,石川県白山市幸明町１５０,076-274-6754
2100344150473,キャロウェイ,ＰＡＲＡＤＹＭ　ＭＡＸ　ＦＡＳＴ　Ｕ５,26378,ＳＰＥＥＤＥＲ　ＮＸ　４０　ｆｏｒ　ＣＷ（ＰＡＲＡＤＹＭ　ＵＴ）,Ｎ,ＳＲ,ユーティリティ,５Ｕ,N,,Ｎ,Ｎ,Ｎ,ＳＲ,,オリジナル　傷なし,,純正品(綺麗),0,,,24.00,335.00,60.50,スタンダード,116,39.500,メンズ,ゴルフパートナー　フェアモール松任店,石川県白山市幸明町１５０,076-274-6754
2100363357174,キャロウェイ,ＰＡＲＡＤＹＭ　Ｘ　１０．５°,43978,ＶＥＮＴＵＳ　ＴＲ　５　ｆｏｒ　ＣＷ（ＰＡＲＡＤＹＭ　ＤＲ）,Ｂ,Ｒ,ドライバー,１Ｗ,C,,Ｃ,Ｃ,Ｃ,Ｒ,,オリジナル外　良好,,純正品(普通),0,,,10.50,304.00,60.00,スタンダード,460,45.500,メンズ,ゴルフパートナー　フェアモール松任店,石川県白山市幸明町１５０,076-274-6754
2100363357174,キャロウェイ,ＰＡＲＡＤＹＭ　Ｘ　１０．５°,43978,ＶＥＮＴＵＳ　ＴＲ　５　ｆｏｒ　ＣＷ（ＰＡＲＡＤＹＭ　ＤＲ）,Ｂ,Ｒ,ドライバー,１Ｗ,C,,Ｃ,Ｃ,Ｃ,Ｒ,,オリジナル外　良好,,純正品(普通),0,,,10.50,304.00,60.00,スタンダード,460,45.500,メンズ,ゴルフパートナー　フェアモール松任店,石川県白山市幸明町１５０,076-274-6754
2100363357174,キャロウェイ,ＰＡＲＡＤＹＭ　Ｘ　１０．５°,43978,ＶＥＮＴＵＳ　ＴＲ　５　ｆｏｒ　ＣＷ（ＰＡＲＡＤＹＭ　ＤＲ）,Ｂ,Ｒ,ドライバー,１Ｗ,C,,Ｃ,Ｃ,Ｃ,Ｒ,,オリジナル外　良好,,純正品(普通),0,,,10.50,304.00,60.00,スタンダード,460,45.500,メンズ,ゴルフパートナー　フェアモール松任店,石川県白山市幸明町１５０,076-274-6754
2100340338769,キャロウェイ,ＰＡＲＡＤＹＭ　Ｘ　５Ｗ,32978,ＶＥＮＴＵＳ　ＴＲ　５　ｆｏｒ　ＣＷ（ＰＡＲＡＤＹＭ　ＦＷ）,Ｎ,Ｒ,フェアウェイウッド,５Ｗ,N,,Ｎ,Ｎ,Ｎ,Ｒ,,オリジナル　傷なし,,純正品(綺麗),0,,,18.00,,58.50,スタンダード,154,42.500,メンズ,ゴルフパートナー　フェアモール松任店,石川県白山市幸明町１５０,076-274-6754
2100340338769,キャロウェイ,ＰＡＲＡＤＹＭ　Ｘ　５Ｗ,32978,ＶＥＮＴＵＳ　ＴＲ　５　ｆｏｒ　ＣＷ（ＰＡＲＡＤＹＭ　ＦＷ）,Ｎ,Ｒ,フェアウェイウッド,５Ｗ,N,,Ｎ,Ｎ,Ｎ,Ｒ,,オリジナル　傷なし,,純正品(綺麗),0,,,18.00,,58.50,スタンダード,154,42.500,メンズ,ゴルフパートナー　フェアモール松任店,石川県白山市幸明町１５０,076-274-6754
2100340338769,キャロウェイ,ＰＡＲＡＤＹＭ　Ｘ　５Ｗ,32978,ＶＥＮＴＵＳ　ＴＲ　５　ｆｏｒ　ＣＷ（ＰＡＲＡＤＹＭ　ＦＷ）,Ｎ,Ｒ,フェアウェイウッド,５Ｗ,N,,Ｎ,Ｎ,Ｎ,Ｒ,,オリジナル　傷なし,,純正品(綺麗),0,,,18.00,,58.50,スタンダード,154,42.500,メンズ,ゴルフパートナー　フェアモール松任店,石川県白山市幸明町１５０,076-274-6754
2100342673479,キャロウェイ,ＰＡＲＡＤＹＭ　Ｘ　５Ｗ,32978,ＶＥＮＴＵＳ　ＴＲ　５　ｆｏｒ　ＣＷ（ＰＡＲＡＤＹＭ　ＦＷ）,Ｎ,ＳＲ,フェアウェイウッド,５Ｗ,N,,Ｎ,Ｎ,Ｎ,ＳＲ,,オリジナル　傷なし,,純正品(綺麗),0,,,18.00,,58.50,スタンダード,154,42.500,メンズ,ゴルフパートナー　フェアモール松任店,石川県白山市幸明町１５０,076-274-6754
2100342673479,キャロウェイ,ＰＡＲＡＤＹＭ　Ｘ　５Ｗ,32978,ＶＥＮＴＵＳ　ＴＲ　５　ｆｏｒ　ＣＷ（ＰＡＲＡＤＹＭ　ＦＷ）,Ｎ,ＳＲ,フェアウェイウッド,５Ｗ,N,,Ｎ,Ｎ,Ｎ,ＳＲ,,オリジナル　傷なし,,純正品(綺麗),0,,,18.00,,58.50,スタンダード,154,42.500,メンズ,ゴルフパートナー　フェアモール松任店,石川県白山市幸明町１５０,076-274-6754
2100342673479,キャロウェイ,ＰＡＲＡＤＹＭ　Ｘ　５Ｗ,32978,ＶＥＮＴＵＳ　ＴＲ　５　ｆｏｒ　ＣＷ（ＰＡＲＡＤＹＭ　ＦＷ）,Ｎ,ＳＲ,フェアウェイウッド,５Ｗ,N,,Ｎ,Ｎ,Ｎ,ＳＲ,,オリジナル　傷なし,,純正品(綺麗),0,,,18.00,,58.50,スタンダード,154,42.500,メンズ,ゴルフパートナー　フェアモール松任店,石川県白山市幸明町１５０,076-274-6754
2100368843337,キャロウェイ,ＰＡＲＡＤＹＭ　◆◆◆　１０．５°,51689,ＴＥＮＳＥＩ　５５　ｆｏｒ　ＣＷ（ＰＡＲＡＤＹＭ　ＤＲ）,Ｂ,ＳＲ,ドライバー,１Ｗ,C,,Ｃ,Ｃ,Ｃ,ＳＲ,,オリジナル　良好,,純正品(普通),0,,,10.50,306.00,57.00,スタンダード,450,45.500,メンズ,ゴルフパートナー　フェアモール松任店,石川県白山市幸明町１５０,076-274-6754
2100368843337,キャロウェイ,ＰＡＲＡＤＹＭ　◆◆◆　１０．５°,51689,ＴＥＮＳＥＩ　５５　ｆｏｒ　ＣＷ（ＰＡＲＡＤＹＭ　ＤＲ）,Ｂ,ＳＲ,ドライバー,１Ｗ,C,,Ｃ,Ｃ,Ｃ,ＳＲ,,オリジナル　良好,,純正品(普通),0,,,10.50,306.00,57.00,スタンダード,450,45.500,メンズ,ゴルフパートナー　フェアモール松任店,石川県白山市幸明町１５０,076-274-6754
2100368843337,キャロウェイ,ＰＡＲＡＤＹＭ　◆◆◆　１０．５°,51689,ＴＥＮＳＥＩ　５５　ｆｏｒ　ＣＷ（ＰＡＲＡＤＹＭ　ＤＲ）,Ｂ,ＳＲ,ドライバー,１Ｗ,C,,Ｃ,Ｃ,Ｃ,ＳＲ,,オリジナル　良好,,純正品(普通),0,,,10.50,306.00,57.00,スタンダード,450,45.500,メンズ,ゴルフパートナー　フェアモール松任店,石川県白山市幸明町１５０,076-274-6754
2100370182219,ブリヂストン,ＰＨＹＺ（２０１３）　７Ｓ（実本数：７本セット）,24178,ＰＺ−５０３Ｉ,Ｂ,Ｒ,アイアンセット,７Ｉ,C,グループ全ゴルフプライドライト,Ｃ,Ｃ,Ｃ,Ｒ,６Ｉ．７Ｉ．８Ｉ．９Ｉ．ＰＷ．ＰＳ．ＳＷ,オリジナル外　良好,６Ｉ，７Ｉ，８Ｉ，９Ｉ，ＰＷ，ＰＳ，ＳＷ,ヘッドカバーなし,7,,グループ全ゴルフプライドライト,30.00,363.00,62.00,スタンダード,,37.000,メンズ,ゴルフパートナー　フェアモール松任店,石川県白山市幸明町１５０,076-274-6754
2100370182219,ブリヂストン,ＰＨＹＺ（２０１３）　７Ｓ（実本数：７本セット）,24178,ＰＺ−５０３Ｉ,Ｂ,Ｒ,アイアンセット,７Ｉ,C,グループ全ゴルフプライドライト,Ｃ,Ｃ,Ｃ,Ｒ,６Ｉ．７Ｉ．８Ｉ．９Ｉ．ＰＷ．ＰＳ．ＳＷ,オリジナル外　良好,６Ｉ，７Ｉ，８Ｉ，９Ｉ，ＰＷ，ＰＳ，ＳＷ,ヘッドカバーなし,7,,グループ全ゴルフプライドライト,30.00,363.00,62.00,スタンダード,,37.000,メンズ,ゴルフパートナー　フェアモール松任店,石川県白山市幸明町１５０,076-274-6754
2100370182219,ブリヂストン,ＰＨＹＺ（２０１３）　７Ｓ（実本数：７本セット）,24178,ＰＺ−５０３Ｉ,Ｂ,Ｒ,アイアンセット,７Ｉ,C,グループ全ゴルフプライドライト,Ｃ,Ｃ,Ｃ,Ｒ,６Ｉ．７Ｉ．８Ｉ．９Ｉ．ＰＷ．ＰＳ．ＳＷ,オリジナル外　良好,６Ｉ，７Ｉ，８Ｉ，９Ｉ，ＰＷ，ＰＳ，ＳＷ,ヘッドカバーなし,7,,グループ全ゴルフプライドライト,30.00,363.00,62.00,スタンダード,,37.000,メンズ,ゴルフパートナー　フェアモール松任店,石川県白山市幸明町１５０,076-274-6754
2100355820587,ブリヂストン,ＰＨＹＺ（２０１４）　ＣＬ　５Ｗ　レディース,3289,ＰＺ−４０４Ｆ,Ｂ,Ａ,フェアウェイウッド,５Ｗ,D,,Ｄ,Ｃ,Ｄ,Ａ,,オリジナル外　良好,,純正品(汚い),0,,,21.00,287.00,60.50,スタンダード,158,41.000,レディース,ゴルフパートナー　フェアモール松任店,石川県白山市幸明町１５０,076-274-6754
2100355820587,ブリヂストン,ＰＨＹＺ（２０１４）　ＣＬ　５Ｗ　レディース,3289,ＰＺ−４０４Ｆ,Ｂ,Ａ,フェアウェイウッド,５Ｗ,D,,Ｄ,Ｃ,Ｄ,Ａ,,オリジナル外　良好,,純正品(汚い),0,,,21.00,287.00,60.50,スタンダード,158,41.000,レディース,ゴルフパートナー　フェアモール松任店,石川県白山市幸明町１５０,076-274-6754
2100355820587,ブリヂストン,ＰＨＹＺ（２０１４）　ＣＬ　５Ｗ　レディース,3289,ＰＺ−４０４Ｆ,Ｂ,Ａ,フェアウェイウッド,５Ｗ,D,,Ｄ,Ｃ,Ｄ,Ａ,,オリジナル外　良好,,純正品(汚い),0,,,21.00,287.00,60.50,スタンダード,158,41.000,レディース,ゴルフパートナー　フェアモール松任店,石川県白山市幸明町１５０,076-274-6754
2100367643389,ピン,ＰＩＮＧ　ＧＬＩＤＥ　３．０　５８°／１０°　ＳＳ,12078,Ｚ−Ｚ１１５,Ｂ,ＷＥＤＧＥ,ウェッジ,ＳＷ,C,,Ｃ,Ｃ,Ｃ,その他,,オリジナル外　良好,,ヘッドカバーなし,0,,,58.00,,64.60,スタンダード,,35.000,メンズ,ゴルフパートナー　フェアモール松任店,石川県白山市幸明町１５０,076-274-6754
2100367643389,ピン,ＰＩＮＧ　ＧＬＩＤＥ　３．０　５８°／１０°　ＳＳ,12078,Ｚ−Ｚ１１５,Ｂ,ＷＥＤＧＥ,ウェッジ,ＳＷ,C,,Ｃ,Ｃ,Ｃ,その他,,オリジナル外　良好,,ヘッドカバーなし,0,,,58.00,,64.60,スタンダード,,35.000,メンズ,ゴルフパートナー　フェアモール松任店,石川県白山市幸明町１５０,076-274-6754
2100367643389,ピン,ＰＩＮＧ　ＧＬＩＤＥ　３．０　５８°／１０°　ＳＳ,12078,Ｚ−Ｚ１１５,Ｂ,ＷＥＤＧＥ,ウェッジ,ＳＷ,C,,Ｃ,Ｃ,Ｃ,その他,,オリジナル外　良好,,ヘッドカバーなし,0,,,58.00,,64.60,スタンダード,,35.000,メンズ,ゴルフパートナー　フェアモール松任店,石川県白山市幸明町１５０,076-274-6754
2100367875957,ピン,ＰＩＮＧ　ＧＬＩＤＥ　４．０　５６°／１０°　ＥＹＥ　２,13178,Ｚ−Ｚ１１５,Ｂ,ＷＥＤＧＥ,ウェッジ,ＳＷ,C,,Ｃ,Ｃ,Ｃ,その他,,オリジナル　良好,,ヘッドカバーなし,0,,,56.00,,64.30,スタンダード,,35.250,メンズ,ゴルフパートナー　フェアモール松任店,石川県白山市幸明町１５０,076-274-6754
2100367875957,ピン,ＰＩＮＧ　ＧＬＩＤＥ　４．０　５６°／１０°　ＥＹＥ　２,13178,Ｚ−Ｚ１１５,Ｂ,ＷＥＤＧＥ,ウェッジ,ＳＷ,C,,Ｃ,Ｃ,Ｃ,その他,,オリジナル　良好,,ヘッドカバーなし,0,,,56.00,,64.30,スタンダード,,35.250,メンズ,ゴルフパートナー　フェアモール松任店,石川県白山市幸明町１５０,076-274-6754
2100367875957,ピン,ＰＩＮＧ　ＧＬＩＤＥ　４．０　５６°／１０°　ＥＹＥ　２,13178,Ｚ−Ｚ１１５,Ｂ,ＷＥＤＧＥ,ウェッジ,ＳＷ,C,,Ｃ,Ｃ,Ｃ,その他,,オリジナル　良好,,ヘッドカバーなし,0,,,56.00,,64.30,スタンダード,,35.250,メンズ,ゴルフパートナー　フェアモール松任店,石川県白山市幸明町１５０,076-274-6754
2100368110651,ピン,ＰＩＮＧ　ＧＬＩＤＥ　ＦＯＲＧＥＤ　６０°／０８°,9878,Ｄｙｎａｍｉｃ　Ｇｏｌｄ,Ｂ,Ｓ２００,ウェッジ,ＬＷ,C,,Ｃ,Ｃ,Ｃ,Ｓ,,オリジナル　良好,,ヘッドカバーなし,0,,,60.00,,64.60,スタンダード,,35.000,メンズ,ゴルフパートナー　フェアモール松任店,石川県白山市幸明町１５０,076-274-6754
2100368110651,ピン,ＰＩＮＧ　ＧＬＩＤＥ　ＦＯＲＧＥＤ　６０°／０８°,9878,Ｄｙｎａｍｉｃ　Ｇｏｌｄ,Ｂ,Ｓ２００,ウェッジ,ＬＷ,C,,Ｃ,Ｃ,Ｃ,Ｓ,,オリジナル　良好,,ヘッドカバーなし,0,,,60.00,,64.60,スタンダード,,35.000,メンズ,ゴルフパートナー　フェアモール松任店,石川県白山市幸明町１５０,076-274-6754
